voteid,question,source,rank,rating,time,user_id,code
205,2,0,1,4,2017-04-05 20:36:35.075237,11,"class Person{
        String name;
        int age;
    }
    class Employee extends Person{
        double getSalary();
    }
    class BusinessOwner extends Person {
        double getProfit();
    }
    class Veteran extends Person{
        String veteran_id;
    }

public static void main(String[] args) {
    double sum = 0;
    int count = 0;
    double salary = 0;
    System.out.print(""Enter salaries, -1 to finish: "");
    Scanner in = new Scanner(System.in);
    while (salary != -1) {
        salary = in.nextDouble();
        if (salary != -1) {
            sum = sum + salary;
            count++;
        }
    }
    if (count > 0) {
        double average = sum / count;
        System.out.println(""Average salary: "" + average);
       // Process data until the sentinel is entered 

    } else {
        System.out.println(""No data"");
    }
}
       // Compute and print the average"
206,2,0,2,2,2017-04-05 20:36:37.271837,3,"double TaxReturn(double SalaryTax){
  /*Write a java method that takes a person and returns their tax as below:
1. For employees, if salary < $10,000, 2% of salary, else 5%
2. For business owners, 10% of their profit
3. 0 for veterans*/
}"
207,2,1,3,2,2017-04-05 20:36:40.762854,11,"class Person{
        String name;
        int age;
    }
    class Employee extends Person{
        double getSalary();
    }
    class BusinessOwner extends Person {
        double getProfit();
    }
    class Veteran extends Person{
        String veteran_id;
    }

public static void main(String[] args) {
    double sum = 0;
    int count = 0;
    double salary = 0;
    System.out.print(""Enter salaries, -1 to finish: "");
    Scanner in = new Scanner(System.in);
    while (salary != -1) {
        salary = in.nextDouble();
        if (salary != -1) {
            sum = sum + salary;
            count++;
        }
    }
    if (count > 0) {
        double average = sum / count;
        System.out.println(""Average salary: "" + average);
       // Process data until the sentinel is entered 

    } else {
        System.out.println(""No data"");
    }
}
       // Compute and print the average"
208,1,0,1,3,2017-04-05 20:36:41.957703,13,"int largDiff(int s){
int[] array;
// largest difference in array
array = new int[3];
array[0] = 1;
array[1] = 4;
array[2] = 7;

int a = array[0];
int b = array[1];
int c = array[2];

int d = b-a;
int e = c-a;
int f = c-b;
  
 if (d > f){
   return d;
 } else if( e > f){
   return e;
 }else return f;
}"
209,2,0,1,1,2017-04-05 20:36:42.215431,3,"double TaxReturn(double SalaryTax){
  /*Write a java method that takes a person and returns their tax as below:
1. For employees, if salary < $10,000, 2% of salary, else 5%
2. For business owners, 10% of their profit
3. 0 for veterans*/
}"
210,2,0,2,4,2017-04-05 20:36:42.906734,11,"class Person{
        String name;
        int age;
    }
    class Employee extends Person{
        double getSalary();
    }
    class BusinessOwner extends Person {
        double getProfit();
    }
    class Veteran extends Person{
        String veteran_id;
    }

public static void main(String[] args) {
    double sum = 0;
    int count = 0;
    double salary = 0;
    System.out.print(""Enter salaries, -1 to finish: "");
    Scanner in = new Scanner(System.in);
    while (salary != -1) {
        salary = in.nextDouble();
        if (salary != -1) {
            sum = sum + salary;
            count++;
        }
    }
    if (count > 0) {
        double average = sum / count;
        System.out.println(""Average salary: "" + average);
       // Process data until the sentinel is entered 

    } else {
        System.out.println(""No data"");
    }
}
       // Compute and print the average"
211,1,0,2,4,2017-04-05 20:36:44.595733,13,"int largDiff(int s){
int[] array;
// largest difference in array
array = new int[3];
array[0] = 1;
array[1] = 4;
array[2] = 7;

int a = array[0];
int b = array[1];
int c = array[2];

int d = b-a;
int e = c-a;
int f = c-b;
  
 if (d > f){
   return d;
 } else if( e > f){
   return e;
 }else return f;
}"
212,2,0,3,1,2017-04-05 20:36:45.442277,11,"class Person{
        String name;
        int age;
    }
    class Employee extends Person{
        double getSalary();
    }
    class BusinessOwner extends Person {
        double getProfit();
    }
    class Veteran extends Person{
        String veteran_id;
    }

public static void main(String[] args) {
    double sum = 0;
    int count = 0;
    double salary = 0;
    System.out.print(""Enter salaries, -1 to finish: "");
    Scanner in = new Scanner(System.in);
    while (salary != -1) {
        salary = in.nextDouble();
        if (salary != -1) {
            sum = sum + salary;
            count++;
        }
    }
    if (count > 0) {
        double average = sum / count;
        System.out.println(""Average salary: "" + average);
       // Process data until the sentinel is entered 

    } else {
        System.out.println(""No data"");
    }
}
       // Compute and print the average"
213,2,1,1,1,2017-04-05 20:36:47.199810,3,"double TaxReturn(double SalaryTax){
  /*Write a java method that takes a person and returns their tax as below:
1. For employees, if salary < $10,000, 2% of salary, else 5%
2. For business owners, 10% of their profit
3. 0 for veterans*/
}"
214,2,0,5,4,2017-04-05 20:37:12.615953,4,"double tax(Person p){
  
  Employee e = p.Employee;

  double s =e.getSalary();
   
  //For employees, if salary < $10,000, 2% of salary
  if (s < 10000)
  {
    s = 0.2 * s;
  }
 //For business owners, 10% of their profit
}"
215,2,1,2,2,2017-04-05 20:37:21.910953,3,"double TaxReturn(double SalaryTax){
  /*Write a java method that takes a person and returns their tax as below:
1. For employees, if salary < $10,000, 2% of salary, else 5%
2. For business owners, 10% of their profit
3. 0 for veterans*/
}"
216,2,0,3,1,2017-04-05 20:37:29.198554,3,"double TaxReturn(double SalaryTax){
  /*Write a java method that takes a person and returns their tax as below:
1. For employees, if salary < $10,000, 2% of salary, else 5%
2. For business owners, 10% of their profit
3. 0 for veterans*/
}"
217,2,1,3,1,2017-04-05 20:37:37.263069,3,"double TaxReturn(double SalaryTax){
  /*Write a java method that takes a person and returns their tax as below:
1. For employees, if salary < $10,000, 2% of salary, else 5%
2. For business owners, 10% of their profit
3. 0 for veterans*/
}"
218,2,0,5,1,2017-04-05 20:37:42.350049,3,"double TaxReturn(double SalaryTax){
  /*Write a java method that takes a person and returns their tax as below:
1. For employees, if salary < $10,000, 2% of salary, else 5%
2. For business owners, 10% of their profit
3. 0 for veterans*/
}"
219,2,0,1,4,2017-04-05 20:37:45.670850,4,"double tax(Person p){
  
  Employee e = p.Employee;

  double s =e.getSalary();
   
  //For employees, if salary < $10,000, 2% of salary
  if (s < 10000)
  {
    s = 0.2 * s;
  }
 //For business owners, 10% of their profit
}"
220,2,1,2,2,2017-04-05 20:37:54.582730,4,"double tax(Person p){
  
  Employee e = p.Employee;

  double s =e.getSalary();
   
  //For employees, if salary < $10,000, 2% of salary
  if (s < 10000)
  {
    s = 0.2 * s;
  }
 //For business owners, 10% of their profit
}"
221,2,1,5,3,2017-04-05 20:37:57.002756,1,"public static void main(String[] args)
{
    System.out.println(""Please pass in the person you wish to tax: "");
  	Scanner scan = new Scanner();
  	Object person1 = scan.nextObject;
  	double tax = 0.00;
  	if(person1.equals(Employee))
    {
      double salary = person1.getSalary();
      if(salary < 10000)
      {
        tax = salary*0.02;
      }
        
    }
   	System.out.println(""Expected: 0.0 2000.0 10000.0"");
  
}
"
222,2,0,3,3,2017-04-05 20:37:57.902475,4,"double tax(Person p){
  
  Employee e = p.Employee;

  double s =e.getSalary();
   
  //For employees, if salary < $10,000, 2% of salary
  if (s < 10000)
  {
    s = 0.2 * s;
  }
 //For business owners, 10% of their profit
}"
223,2,1,4,2,2017-04-05 20:38:00.322986,1,"public static void main(String[] args)
{
    System.out.println(""Please pass in the person you wish to tax: "");
  	Scanner scan = new Scanner();
  	Object person1 = scan.nextObject;
  	double tax = 0.00;
  	if(person1.equals(Employee))
    {
      double salary = person1.getSalary();
      if(salary < 10000)
      {
        tax = salary*0.02;
      }
        
    }
   	System.out.println(""Expected: 0.0 2000.0 10000.0"");
  
}
"
224,2,1,3,2,2017-04-05 20:38:05.098561,1,"public static void main(String[] args)
{
    System.out.println(""Please pass in the person you wish to tax: "");
  	Scanner scan = new Scanner();
  	Object person1 = scan.nextObject;
  	double tax = 0.00;
  	if(person1.equals(Employee))
    {
      double salary = person1.getSalary();
      if(salary < 10000)
      {
        tax = salary*0.02;
      }
        
    }
   	System.out.println(""Expected: 0.0 2000.0 10000.0"");
  
}
"
225,2,0,2,3,2017-04-05 20:38:07.834639,1,"public static void main(String[] args)
{
    System.out.println(""Please pass in the person you wish to tax: "");
  	Scanner scan = new Scanner();
  	Object person1 = scan.nextObject;
  	double tax = 0.00;
  	if(person1.equals(Employee))
    {
      double salary = person1.getSalary();
      if(salary < 10000)
      {
        tax = salary*0.02;
      }
        
    }
   	System.out.println(""Expected: 0.0 2000.0 10000.0"");
  
}
"
226,2,1,5,3,2017-04-05 20:38:12.022545,4,"double tax(Person p){
  
  Employee e = p.Employee;

  double s =e.getSalary();
   
  //For employees, if salary < $10,000, 2% of salary
  if (s < 10000)
  {
    s = 0.2 * s;
  }
 //For business owners, 10% of their profit
}"
227,2,1,5,3,2017-04-05 20:38:20.742465,3,"double TaxReturn(double SalaryTax){
  /*Write a java method that takes a person and returns their tax as below:
1. For employees, if salary < $10,000, 2% of salary, else 5%
2. For business owners, 10% of their profit
3. 0 for veterans*/
}"
228,2,0,4,4,2017-04-05 20:38:20.797659,4,"double tax(Person p){
  
  Employee e = p.Employee;

  double s =e.getSalary();
   
  //For employees, if salary < $10,000, 2% of salary
  if (s < 10000)
  {
    s = 0.2 * s;
  }
 //For business owners, 10% of their profit
}"
229,2,1,4,2,2017-04-05 20:38:26.926443,4,"double tax(Person p){
  
  Employee e = p.Employee;

  double s =e.getSalary();
   
  //For employees, if salary < $10,000, 2% of salary
  if (s < 10000)
  {
    s = 0.2 * s;
  }
 //For business owners, 10% of their profit
}"
230,1,1,3,4,2017-04-05 20:38:38.849342,13,"int largDiff(int s){
int[] array;
// largest difference in array
array = new int[s];
array[0] = 1;
array[1] = 4;
array[2] = 7;

int a = array[0];
int b = array[1];
int c = array[2];

int d = b-a;
int e = c-a;
int f = c-b;
  
 if (d > f){
   return d;
 } else if( e > f){
   return e;
 }else return f;
}"
231,1,1,4,5,2017-04-05 20:38:40.154139,13,"int largDiff(int s){
int[] array;
// largest difference in array
array = new int[s];
array[0] = 1;
array[1] = 4;
array[2] = 7;

int a = array[0];
int b = array[1];
int c = array[2];

int d = b-a;
int e = c-a;
int f = c-b;
  
 if (d > f){
   return d;
 } else if( e > f){
   return e;
 }else return f;
}"
232,2,1,4,1,2017-04-05 20:38:41.653676,3,"double TaxReturn(double SalaryTax){
  /*Write a java method that takes a person and returns their tax as below:
1. For employees, if salary < $10,000, 2% of salary, else 5%
2. For business owners, 10% of their profit
3. 0 for veterans*/
}"
233,1,0,1,5,2017-04-05 20:38:41.666297,13,"int largDiff(int s){
int[] array;
// largest difference in array
array = new int[s];
array[0] = 1;
array[1] = 4;
array[2] = 7;

int a = array[0];
int b = array[1];
int c = array[2];

int d = b-a;
int e = c-a;
int f = c-b;
  
 if (d > f){
   return d;
 } else if( e > f){
   return e;
 }else return f;
}"
234,2,0,2,2,2017-04-05 20:38:42.782052,4,"double tax(Person p){
  
  Employee e = p.Employee;

  double s =e.getSalary();
   
  //For employees, if salary < $10,000, 2% of salary
  if (s < 10000)
  {
    s = 0.2 * s;
  }
 //For business owners, 10% of their profit
}"
235,1,0,4,4,2017-04-05 20:38:49.938753,13,"int largDiff(int s){
int[] array;
// largest difference in array
array = new int[s];
array[0] = 1;
array[1] = 4;
array[2] = 7;

int a = array[0];
int b = array[1];
int c = array[2];

int d = b-a;
int e = c-a;
int f = c-b;
  
 if (d > f){
   return d;
 } else if( e > f){
   return e;
 }else return f;
}"
236,2,1,3,1,2017-04-05 20:38:56.989689,4,"double tax(Person p){
  
  Employee e = p.Employee;

  double s =e.getSalary();
   
  //For employees, if salary < $10,000, 2% of salary
  if (s < 10000)
  {
    s = 0.2 * s;
  }
 //For business owners, 10% of their profit
}"
237,2,1,3,1,2017-04-05 20:38:59.781288,4,"double tax(Person p){
  
  Employee e = p.Employee;

  double s =e.getSalary();
   
  //For employees, if salary < $10,000, 2% of salary
  if (s < 10000)
  {
    s = 0.2 * s;
  }
 //For business owners, 10% of their profit
}"
238,2,0,4,4,2017-04-05 20:39:16.630995,14,"
tax()
{
  
  if(Person.getSalary() < 10000)
  {
    System.out.println(""Tax is 2% of your salary: "" + (Person.getSalary())*0.02);
    
  }
  else
  {
    System.out.println(""Tax is 5% of your salary : "" + (Person.getSalary())*0.05);
  }
  
  if(Person == BusinessOwner)
  {
    System.out.println("""")
  }
  
}"
239,2,1,5,4,2017-04-05 20:39:17.625303,14,"
tax()
{
  
  if(Person.getSalary() < 10000)
  {
    System.out.println(""Tax is 2% of your salary: "" + (Person.getSalary())*0.02);
    
  }
  else
  {
    System.out.println(""Tax is 5% of your salary : "" + (Person.getSalary())*0.05);
  }
  
  if(Person == BusinessOwner)
  {
    System.out.println("""")
  }
  
}"
240,1,0,5,5,2017-04-05 20:39:17.889601,13,"int largDiff(int s){
int[] array;
// largest difference in array
array = new int[s];
array[0] = 1;
array[1] = 4;
array[2] = 7;

int a = array[0];
int b = array[1];
int c = array[2];

int d = b-a;
int e = c-a;
int f = c-b;
  
 if (d > f){
   return d;
 } else if( e > f){
   return e;
 }else return f;
}"
241,2,0,1,4,2017-04-05 20:39:18.538984,14,"
tax()
{
  
  if(Person.getSalary() < 10000)
  {
    System.out.println(""Tax is 2% of your salary: "" + (Person.getSalary())*0.02);
    
  }
  else
  {
    System.out.println(""Tax is 5% of your salary : "" + (Person.getSalary())*0.05);
  }
  
  if(Person == BusinessOwner)
  {
    System.out.println("""")
  }
  
}"
242,2,1,2,5,2017-04-05 20:39:21.242157,14,"
tax()
{
  
  if(Person.getSalary() < 10000)
  {
    System.out.println(""Tax is 2% of your salary: "" + (Person.getSalary())*0.02);
    
  }
  else
  {
    System.out.println(""Tax is 5% of your salary : "" + (Person.getSalary())*0.05);
  }
  
  if(Person == BusinessOwner)
  {
    System.out.println("""")
  }
  
}"
243,1,1,2,1,2017-04-05 20:39:22.441944,13,"int largDiff(int s){
int[] array;
// largest difference in array
array = new int[s];
array[0] = 1;
array[1] = 4;
array[2] = 7;

int a = array[0];
int b = array[1];
int c = array[2];

int d = b-a;
int e = c-a;
int f = c-b;
  
 if (d > f){
   return d;
 } else if( e > f){
   return e;
 }else return f;
}"
244,2,1,3,1,2017-04-05 20:39:23.341296,4,"double tax(Person p){
  
  Employee e = p.Employee;

  double s =e.getSalary();
   
  //For employees, if salary < $10,000, 2% of salary
  if (s < 10000)
  {
    s = 0.2 * s;
  }
 //For business owners, 10% of their profit
}"
245,1,1,5,1,2017-04-05 20:39:24.985271,13,"int largDiff(int s){
int[] array;
// largest difference in array
array = new int[s];
array[0] = 1;
array[1] = 4;
array[2] = 7;

int a = array[0];
int b = array[1];
int c = array[2];

int d = b-a;
int e = c-a;
int f = c-b;
  
 if (d > f){
   return d;
 } else if( e > f){
   return e;
 }else return f;
}"
246,2,1,4,1,2017-04-05 20:39:30.190953,4,"double tax(Person p){
  
  Employee e = p.Employee;

  double s =e.getSalary();
   
  //For employees, if salary < $10,000, 2% of salary
  if (s < 10000)
  {
    s = 0.2 * s;
  }
 //For business owners, 10% of their profit
}"
247,1,1,1,3,2017-04-05 20:39:30.897949,13,"int largDiff(int s){
int[] array;
// largest difference in array
array = new int[s];
array[0] = 1;
array[1] = 4;
array[2] = 7;

int a = array[0];
int b = array[1];
int c = array[2];

int d = b-a;
int e = c-a;
int f = c-b;
  
 if (d > f){
   return d;
 } else if( e > f){
   return e;
 }else return f;
}"
248,2,0,3,2,2017-04-05 20:39:39.436803,4,"double tax(Person p){
  
  Employee e = p.Employee;

  double s =e.getSalary();
   
  //For employees, if salary < $10,000, 2% of salary
  if (s < 10000)
  {
    s = 0.2 * s;
  }
 //For business owners, 10% of their profit
}"
249,2,1,2,2,2017-04-05 20:39:44.461950,3,"double TaxReturn(double SalaryTax){
  /*Write a java method that takes a person and returns their tax as below:
1. For employees, if salary < $10,000, 2% of salary, else 5%
2. For business owners, 10% of their profit
3. 0 for veterans*/
}"
250,2,1,2,1,2017-04-05 20:39:46.444713,4,"double tax(Person p){
  
  Employee e = p.Employee;

  double s =e.getSalary();
   
  //For employees, if salary < $10,000, 2% of salary
  if (s < 10000)
  {
    s = 0.2 * s;
  }
 //For business owners, 10% of their profit
}"
251,2,0,1,1,2017-04-05 20:39:46.728886,3,"double TaxReturn(double SalaryTax){
  /*Write a java method that takes a person and returns their tax as below:
1. For employees, if salary < $10,000, 2% of salary, else 5%
2. For business owners, 10% of their profit
3. 0 for veterans*/
}"
252,2,1,5,3,2017-04-05 20:39:53.325155,3,"double TaxReturn(double SalaryTax){
  /*Write a java method that takes a person and returns their tax as below:
1. For employees, if salary < $10,000, 2% of salary, else 5%
2. For business owners, 10% of their profit
3. 0 for veterans*/
}"
253,2,0,2,1,2017-04-05 20:39:54.788594,4,"double tax(Person p){
  
  Employee e = p.Employee;

  double s =e.getSalary();
   
  //For employees, if salary < $10,000, 2% of salary
  if (s < 10000)
  {
    s = 0.2 * s;
  }
 //For business owners, 10% of their profit
}"
254,2,0,4,2,2017-04-05 20:40:00.669595,3,"double TaxReturn(double SalaryTax){
  /*Write a java method that takes a person and returns their tax as below:
1. For employees, if salary < $10,000, 2% of salary, else 5%
2. For business owners, 10% of their profit
3. 0 for veterans*/
}"
255,2,0,3,1,2017-04-05 20:40:19.278230,3,"double TaxReturn(double SalaryTax){
  /*Write a java method that takes a person and returns their tax as below:
1. For employees, if salary < $10,000, 2% of salary, else 5%
2. For business owners, 10% of their profit
3. 0 for veterans*/
}"
256,2,0,5,1,2017-04-05 20:40:21.437345,3,"double TaxReturn(double SalaryTax){
  /*Write a java method that takes a person and returns their tax as below:
1. For employees, if salary < $10,000, 2% of salary, else 5%
2. For business owners, 10% of their profit
3. 0 for veterans*/
}"
257,2,0,2,3,2017-04-05 20:40:26.949294,3,"double TaxReturn(double SalaryTax){
  /*Write a java method that takes a person and returns their tax as below:
1. For employees, if salary < $10,000, 2% of salary, else 5%
2. For business owners, 10% of their profit
3. 0 for veterans*/
}"
258,2,1,1,2,2017-04-05 20:40:30.261070,3,"double TaxReturn(double SalaryTax){
  /*Write a java method that takes a person and returns their tax as below:
1. For employees, if salary < $10,000, 2% of salary, else 5%
2. For business owners, 10% of their profit
3. 0 for veterans*/
}"
259,2,1,3,1,2017-04-05 20:40:36.964868,3,"double TaxReturn(double SalaryTax){
  /*Write a java method that takes a person and returns their tax as below:
1. For employees, if salary < $10,000, 2% of salary, else 5%
2. For business owners, 10% of their profit
3. 0 for veterans*/
}"
260,2,0,1,3,2017-04-05 20:40:45.834953,15,"public static void main(String[] args)
{
    System.out.println(""Please pass in the person you wish to tax: "");
  	Scanner scan = new Scanner();
  	Object person1 = scan.nextObject;
  	double tax = 0.00;
  	if(person1.equals(Employee))
    {
      double salary = person1.getSalary();
      if(salary < 10000)
      {
        tax = salary*0.02;
      }
        
    }
   	System.out.println(""Expected: 0.0 2000.0 10000.0"");
  
}
"
261,2,0,2,5,2017-04-05 20:40:47.600726,5,"/**
Write a java method that takes a person and returns their tax as below:
1. For employees, if salary < $10,000, 2% of salary, else 5%
2. For business owners, 10% of their profit
3. 0 for veterans
**/
public static double tax(Employees p){
  	double salary=p.getSalary();
  	double tax=0;
	if(salary<10000){
      tax=0.02;
    }
	else{
  		tax=0.05;
	}
	return tax;
}"
262,2,1,5,5,2017-04-05 20:40:55.883618,5,"/**
Write a java method that takes a person and returns their tax as below:
1. For employees, if salary < $10,000, 2% of salary, else 5%
2. For business owners, 10% of their profit
3. 0 for veterans
**/
public static double tax(Employees p){
  	double salary=p.getSalary();
  	double tax=0;
	if(salary<10000){
      tax=0.02;
    }
	else{
  		tax=0.05;
	}
	return tax;
}"
263,2,0,1,5,2017-04-05 20:41:05.967293,5,"/**
Write a java method that takes a person and returns their tax as below:
1. For employees, if salary < $10,000, 2% of salary, else 5%
2. For business owners, 10% of their profit
3. 0 for veterans
**/
public static double tax(Employees p){
  	double salary=p.getSalary();
  	double tax=0;
	if(salary<10000){
      tax=0.02;
    }
	else{
  		tax=0.05;
	}
	return tax;
}"
264,2,1,4,5,2017-04-05 20:41:07.423150,5,"/**
Write a java method that takes a person and returns their tax as below:
1. For employees, if salary < $10,000, 2% of salary, else 5%
2. For business owners, 10% of their profit
3. 0 for veterans
**/
public static double tax(Employees p){
  	double salary=p.getSalary();
  	double tax=0;
	if(salary<10000){
      tax=0.02;
    }
	else{
  		tax=0.05;
	}
	return tax;
}"
265,1,0,1,3,2017-04-05 20:41:12.095810,15,"public static void main(String[] args)
{
  
}"
266,2,0,2,5,2017-04-05 20:41:14.336154,5,"/**
Write a java method that takes a person and returns their tax as below:
1. For employees, if salary < $10,000, 2% of salary, else 5%
2. For business owners, 10% of their profit
3. 0 for veterans
**/
public static double tax(Employees p){
  	double salary=p.getSalary();
  	double tax=0;
	if(salary<10000){
      tax=0.02;
    }
	else{
  		tax=0.05;
	}
	return tax;
}"
267,2,0,4,5,2017-04-05 20:41:16.191456,5,"/**
Write a java method that takes a person and returns their tax as below:
1. For employees, if salary < $10,000, 2% of salary, else 5%
2. For business owners, 10% of their profit
3. 0 for veterans
**/
public static double tax(Employees p){
  	double salary=p.getSalary();
  	double tax=0;
	if(salary<10000){
      tax=0.02;
    }
	else{
  		tax=0.05;
	}
	return tax;
}"
268,1,0,4,1,2017-04-05 20:41:17.727531,15,"public static void main(String[] args)
{
  
}"
269,1,1,3,2,2017-04-05 20:41:22.574623,15,"public static void main(String[] args)
{
  
}"
270,2,1,4,5,2017-04-05 20:41:24.283091,5,"/**
Write a java method that takes a person and returns their tax as below:
1. For employees, if salary < $10,000, 2% of salary, else 5%
2. For business owners, 10% of their profit
3. 0 for veterans
**/
public static double tax(Employees p){
  	double salary=p.getSalary();
  	double tax=0;
	if(salary<10000){
      tax=0.02;
    }
	else{
  		tax=0.05;
	}
	return tax;
}"
271,2,1,5,5,2017-04-05 20:41:26.136997,5,"/**
Write a java method that takes a person and returns their tax as below:
1. For employees, if salary < $10,000, 2% of salary, else 5%
2. For business owners, 10% of their profit
3. 0 for veterans
**/
public static double tax(Employees p){
  	double salary=p.getSalary();
  	double tax=0;
	if(salary<10000){
      tax=0.02;
    }
	else{
  		tax=0.05;
	}
	return tax;
}"
272,1,0,3,1,2017-04-05 20:41:27.591269,15,"public static void main(String[] args)
{
  
}"
273,1,0,5,1,2017-04-05 20:41:29.742691,15,"public static void main(String[] args)
{
  
}"
274,2,1,5,5,2017-04-05 20:41:32.269588,5,"/**
Write a java method that takes a person and returns their tax as below:
1. For employees, if salary < $10,000, 2% of salary, else 5%
2. For business owners, 10% of their profit
3. 0 for veterans
**/
public static double tax(Employees p){
  	double salary=p.getSalary();
  	double tax=0;
	if(salary<10000){
      tax=0.02;
    }
	else{
  		tax=0.05;
	}
	return tax;
}"
275,1,1,4,3,2017-04-05 20:41:33.206947,15,"public static void main(String[] args)
{
  
}"
276,1,1,2,1,2017-04-05 20:41:35.846807,15,"public static void main(String[] args)
{
  
}"
277,1,0,2,1,2017-04-05 20:41:38.166800,15,"public static void main(String[] args)
{
  
}"
278,2,0,3,5,2017-04-05 20:41:40.456246,5,"/**
Write a java method that takes a person and returns their tax as below:
1. For employees, if salary < $10,000, 2% of salary, else 5%
2. For business owners, 10% of their profit
3. 0 for veterans
**/
public static double tax(Employees p){
  	double salary=p.getSalary();
  	double tax=0;
	if(salary<10000){
      tax=0.02;
    }
	else{
  		tax=0.05;
	}
	return tax;
}"
279,2,0,4,5,2017-04-05 20:41:41.764255,5,"/**
Write a java method that takes a person and returns their tax as below:
1. For employees, if salary < $10,000, 2% of salary, else 5%
2. For business owners, 10% of their profit
3. 0 for veterans
**/
public static double tax(Employees p){
  	double salary=p.getSalary();
  	double tax=0;
	if(salary<10000){
      tax=0.02;
    }
	else{
  		tax=0.05;
	}
	return tax;
}"
280,1,1,1,1,2017-04-05 20:41:43.047529,15,"public static void main(String[] args)
{
  
}"
281,2,0,1,5,2017-04-05 20:41:43.389958,5,"/**
Write a java method that takes a person and returns their tax as below:
1. For employees, if salary < $10,000, 2% of salary, else 5%
2. For business owners, 10% of their profit
3. 0 for veterans
**/
public static double tax(Employees p){
  	double salary=p.getSalary();
  	double tax=0;
	if(salary<10000){
      tax=0.02;
    }
	else{
  		tax=0.05;
	}
	return tax;
}"
282,1,1,5,3,2017-04-05 20:41:50.095487,15,"public static void main(String[] args)
{
  
}"
283,2,0,5,5,2017-04-05 20:41:56.943683,5,"/**
Write a java method that takes a person and returns their tax as below:
1. For employees, if salary < $10,000, 2% of salary, else 5%
2. For business owners, 10% of their profit
3. 0 for veterans
**/
public static double tax(Employees p){
  	double salary=p.getSalary();
  	double tax=0;
	if(salary<10000){
      tax=0.02;
    }
	else{
  		tax=0.05;
	}
	return tax;
}"
284,2,1,4,5,2017-04-05 20:41:59.303080,5,"/**
Write a java method that takes a person and returns their tax as below:
1. For employees, if salary < $10,000, 2% of salary, else 5%
2. For business owners, 10% of their profit
3. 0 for veterans
**/
public static double tax(Employees p){
  	double salary=p.getSalary();
  	double tax=0;
	if(salary<10000){
      tax=0.02;
    }
	else{
  		tax=0.05;
	}
	return tax;
}"
285,2,0,1,5,2017-04-05 20:42:03.515146,5,"/**
Write a java method that takes a person and returns their tax as below:
1. For employees, if salary < $10,000, 2% of salary, else 5%
2. For business owners, 10% of their profit
3. 0 for veterans
**/
public static double tax(Employees p){
  	double salary=p.getSalary();
  	double tax=0;
	if(salary<10000){
      tax=0.02;
    }
	else{
  		tax=0.05;
	}
	return tax;
}"
286,2,0,3,5,2017-04-05 20:42:15.859779,5,"/**
Write a java method that takes a person and returns their tax as below:
1. For employees, if salary < $10,000, 2% of salary, else 5%
2. For business owners, 10% of their profit
3. 0 for veterans
**/
public static double tax(Employees p){
  	double salary=p.getSalary();
  	double tax=0;
	if(salary<10000){
      tax=0.02;
    }
	else{
  		tax=0.05;
	}
	return tax;
}"
287,2,1,5,3,2017-04-05 20:42:19.251824,19,"double tax(Person p)
{
  
}"
288,1,0,4,2,2017-04-05 20:42:25.684420,4,"public int largest_difference(int array){
  
  
  
  
  
}"
289,2,0,4,2,2017-04-05 20:42:28.483668,19,"double tax(Person p)
{
  
}"
290,2,0,5,5,2017-04-05 20:42:29.881005,14,"
tax()
{
  
  if(Person.getSalary() < 10000)
  {
    System.out.println(""Tax is 2% of your salary: "" + (Person.getSalary())*0.02);
    
  }
  else
  {
    System.out.println(""Tax is 5% of your salary : "" + (Person.getSalary())*0.05);
  }
  
  if(Person == BusinessOwner)
  {
    System.out.println(""Tax = "" + (BusinessOwner.getSalary())*0.1);
  }
  if(Person == Veteran)
  {
    System.out.println(""Tax = 0"" );
  }
  }
}"
291,2,0,2,4,2017-04-05 20:42:30.851062,14,"
tax()
{
  
  if(Person.getSalary() < 10000)
  {
    System.out.println(""Tax is 2% of your salary: "" + (Person.getSalary())*0.02);
    
  }
  else
  {
    System.out.println(""Tax is 5% of your salary : "" + (Person.getSalary())*0.05);
  }
  
  if(Person == BusinessOwner)
  {
    System.out.println(""Tax = "" + (BusinessOwner.getSalary())*0.1);
  }
  if(Person == Veteran)
  {
    System.out.println(""Tax = 0"" );
  }
  }
}"
292,2,1,3,4,2017-04-05 20:42:32.356954,14,"
tax()
{
  
  if(Person.getSalary() < 10000)
  {
    System.out.println(""Tax is 2% of your salary: "" + (Person.getSalary())*0.02);
    
  }
  else
  {
    System.out.println(""Tax is 5% of your salary : "" + (Person.getSalary())*0.05);
  }
  
  if(Person == BusinessOwner)
  {
    System.out.println(""Tax = "" + (BusinessOwner.getSalary())*0.1);
  }
  if(Person == Veteran)
  {
    System.out.println(""Tax = 0"" );
  }
  }
}"
293,2,1,1,4,2017-04-05 20:42:35.062000,14,"
tax()
{
  
  if(Person.getSalary() < 10000)
  {
    System.out.println(""Tax is 2% of your salary: "" + (Person.getSalary())*0.02);
    
  }
  else
  {
    System.out.println(""Tax is 5% of your salary : "" + (Person.getSalary())*0.05);
  }
  
  if(Person == BusinessOwner)
  {
    System.out.println(""Tax = "" + (BusinessOwner.getSalary())*0.1);
  }
  if(Person == Veteran)
  {
    System.out.println(""Tax = 0"" );
  }
  }
}"
